"","Var1","Var2","Var3","value"
"1242",3,2,104,9
"1243",1,3,104,3
"1244",2,3,104,3
"1245",3,3,104,3
"1246",1,4,104,2
"1247",2,4,104,2
"1248",3,4,104,2
"1249",1,1,105,38
"1250",2,1,105,38
"1251",3,1,105,38
"1252",1,2,105,6
"1253",2,2,105,6
"1254",3,2,105,5
"1255",1,3,105,2
"1256",2,3,105,2
"1257",3,3,105,2
"1258",1,4,105,3
"1259",2,4,105,3
"1260",3,4,105,3
"1261",1,1,106,16
"1262",2,1,106,16
"1263",3,1,106,16
"1264",1,2,106,5
"1265",2,2,106,5
"1266",3,2,106,5
"1267",1,3,106,3
"1268",2,3,106,3
"1269",3,3,106,3
"1270",1,4,106,2
"1271",2,4,106,2
"1272",3,4,106,2
"1273",1,1,107,49
"1274",2,1,107,49
"1275",3,1,107,49
"1276",1,2,107,8
"1277",2,2,107,8
"1278",3,2,107,8
"1279",1,3,107,3
"1280",2,3,107,3
"1281",3,3,107,3
"1282",1,4,107,3
"1283",2,4,107,3
"1284",3,4,107,3
"1285",1,1,108,25
"1286",2,1,108,25
"1287",3,1,108,25
"1288",1,2,108,7
"1289",2,2,108,7
"1290",3,2,108,7
"1291",1,3,108,5
"1292",2,3,108,5
"1293",3,3,108,5
"1294",1,4,108,3
"1295",2,4,108,3
"1296",3,4,108,3
"1297",1,1,109,31
"1298",2,1,109,31
"1299",3,1,109,31
"1300",1,2,109,4
"1301",2,2,109,4
"1302",3,2,109,4
"1303",1,3,109,2
"1304",2,3,109,2
"1305",3,3,109,2
"1306",1,4,109,2
"1307",2,4,109,2
"1308",3,4,109,2
"1309",1,1,110,14
"1310",2,1,110,14
"1311",3,1,110,14
"1312",1,2,110,7
"1313",2,2,110,7
"1314",3,2,110,7
"1315",1,3,110,3
"1316",2,3,110,3
"1317",3,3,110,3
"1318",1,4,110,2
"1319",2,4,110,2
"1320",3,4,110,2
"1321",1,1,111,25
"1322",2,1,111,25
"1323",3,1,111,25
"1324",1,2,111,12
"1325",2,2,111,12
"1326",3,2,111,6
"1327",1,3,111,3
"1328",2,3,111,3
"1329",3,3,111,3
"1330",1,4,111,2
"1331",2,4,111,2
"1332",3,4,111,2
"1333",1,1,112,24
"1334",2,1,112,24
"1335",3,1,112,24
"1336",1,2,112,6
"1337",2,2,112,6
"1338",3,2,112,6
"1339",1,3,112,4
"1340",2,3,112,4
"1341",3,3,112,4
"1342",1,4,112,2
"1343",2,4,112,2
"1344",3,4,112,2
"1345",1,1,113,22
"1346",2,1,113,22
"1347",3,1,113,21
"1348",1,2,113,5
"1349",2,2,113,5
"1350",3,2,113,5
"1351",1,3,113,3
"1352",2,3,113,3
"1353",3,3,113,3
"1354",1,4,113,2
"1355",2,4,113,2
"1356",3,4,113,2
"1357",1,1,114,12
"1358",2,1,114,12
"1359",3,1,114,12
"1360",1,2,114,7
"1361",2,2,114,7
"1362",3,2,114,7
"1363",1,3,114,4
"1364",2,3,114,4
"1365",3,3,114,4
"1366",1,4,114,2
"1367",2,4,114,2
"1368",3,4,114,2
"1369",1,1,115,17
"1370",2,1,115,17
"1371",3,1,115,17
"1372",1,2,115,4
"1373",2,2,115,4
"1374",3,2,115,4
"1375",1,3,115,4
"1376",2,3,115,4
"1377",3,3,115,3
"1378",1,4,115,3
"1379",2,4,115,3
"1380",3,4,115,3
"1381",1,1,116,18
"1382",2,1,116,18
"1383",3,1,116,18
"1384",1,2,116,5
"1385",2,2,116,5
"1386",3,2,116,5
"1387",1,3,116,5
"1388",2,3,116,5
"1389",3,3,116,5
"1390",1,4,116,2
"1391",2,4,116,2
"1392",3,4,116,2
"1393",1,1,117,34
"1394",2,1,117,34
"1395",3,1,117,33
"1396",1,2,117,11
"1397",2,2,117,11
"1398",3,2,117,11
"1399",1,3,117,4
"1400",2,3,117,4
"1401",3,3,117,4
"1402",1,4,117,3
"1403",2,4,117,3
"1404",3,4,117,3
"1405",1,1,118,17
"1406",2,1,118,17
"1407",3,1,118,17
"1408",1,2,118,6
"1409",2,2,118,6
"1410",3,2,118,6
"1411",1,3,118,3
"1412",2,3,118,3
"1413",3,3,118,3
"1414",1,4,118,3
"1415",2,4,118,3
"1416",3,4,118,3
"1417",1,1,119,33
"1418",2,1,119,33
"1419",3,1,119,33
"1420",1,2,119,5
"1421",2,2,119,5
"1422",3,2,119,5
"1423",1,3,119,3
"1424",2,3,119,3
"1425",3,3,119,3
"1426",1,4,119,1
"1427",2,4,119,1
"1428",3,4,119,1
"1429",1,1,120,30
"1430",2,1,120,30
"1431",3,1,120,30
"1432",1,2,120,11
"1433",2,2,120,11
"1434",3,2,120,11
"1435",1,3,120,4
"1436",2,3,120,4
"1437",3,3,120,4
"1438",1,4,120,2
"1439",2,4,120,2
"1440",3,4,120,2
"1441",1,1,121,29
"1442",2,1,121,29
"1443",3,1,121,29
"1444",1,2,121,6
"1445",2,2,121,6
"1446",3,2,121,5
"1447",1,3,121,4
"1448",2,3,121,4
"1449",3,3,121,4
"1450",1,4,121,1
"1451",2,4,121,1
"1452",3,4,121,1
"1453",1,1,122,41
"1454",2,1,122,41
"1455",3,1,122,38
"1456",1,2,122,9
"1457",2,2,122,9
"1458",3,2,122,9
"1459",1,3,122,4
"1460",2,3,122,4
"1461",3,3,122,4
"1462",1,4,122,2
"1463",2,4,122,2
"1464",3,4,122,2
"1465",1,1,123,16
"1466",2,1,123,16
"1467",3,1,123,16
"1468",1,2,123,7
"1469",2,2,123,7
"1470",3,2,123,6
"1471",1,3,123,3
"1472",2,3,123,3
"1473",3,3,123,3
"1474",1,4,123,3
"1475",2,4,123,3
"1476",3,4,123,3
"1477",1,1,124,38
"1478",2,1,124,38
"1479",3,1,124,37
"1480",1,2,124,8
"1481",2,2,124,8
"1482",3,2,124,8
"1483",1,3,124,4
"1484",2,3,124,4
"1485",3,3,124,4
"1486",1,4,124,2
"1487",2,4,124,2
"1488",3,4,124,2
"1489",1,1,125,45
"1490",2,1,125,45
"1491",3,1,125,45
"1492",1,2,125,4
"1493",2,2,125,4
"1494",3,2,125,4
"1495",1,3,125,4
"1496",2,3,125,4
"1497",3,3,125,4
"1498",1,4,125,2
"1499",2,4,125,2
"1500",3,4,125,2
"1501",1,1,126,33
"1502",2,1,126,33
"1503",3,1,126,33
"1504",1,2,126,6
"1505",2,2,126,6
"1506",3,2,126,6
"1507",1,3,126,3
"1508",2,3,126,3
"1509",3,3,126,3
"1510",1,4,126,2
"1511",2,4,126,2
"1512",3,4,126,2
"1513",1,1,127,24
"1514",2,1,127,24
"1515",3,1,127,24
"1516",1,2,127,7
"1517",2,2,127,7
"1518",3,2,127,7
"1519",1,3,127,3
"1520",2,3,127,3
"1521",3,3,127,3
"1522",1,4,127,2
"1523",2,4,127,2
"1524",3,4,127,2
"1525",1,1,128,33
"1526",2,1,128,33
"1527",3,1,128,33
"1528",1,2,128,6
"1529",2,2,128,6
"1530",3,2,128,5
"1531",1,3,128,5
"1532",2,3,128,5
"1533",3,3,128,5
"1534",1,4,128,2
"1535",2,4,128,2
"1536",3,4,128,2
"1537",1,1,129,59
"1538",2,1,129,59
"1539",3,1,129,46
"1540",1,2,129,4
"1541",2,2,129,4
"1542",3,2,129,4
"1543",1,3,129,3
"1544",2,3,129,3
"1545",3,3,129,3
"1546",1,4,129,2
"1547",2,4,129,2
"1548",3,4,129,2
"1549",1,1,130,18
"1550",2,1,130,18
"1551",3,1,130,18
"1552",1,2,130,3
"1553",2,2,130,3
"1554",3,2,130,3
"1555",1,3,130,2
"1556",2,3,130,2
"1557",3,3,130,2
"1558",1,4,130,1
"1559",2,4,130,1
"1560",3,4,130,1
"1561",1,1,131,27
"1562",2,1,131,27
"1563",3,1,131,27
"1564",1,2,131,5
"1565",2,2,131,5
"1566",3,2,131,5
"1567",1,3,131,3
"1568",2,3,131,3
"1569",3,3,131,3
"1570",1,4,131,3
"1571",2,4,131,3
"1572",3,4,131,3
"1573",1,1,132,17
"1574",2,1,132,17
"1575",3,1,132,17
"1576",1,2,132,6
"1577",2,2,132,6
"1578",3,2,132,5
"1579",1,3,132,5
"1580",2,3,132,5
"1581",3,3,132,5
"1582",1,4,132,2
"1583",2,4,132,2
"1584",3,4,132,2
"1585",1,1,133,26
"1586",2,1,133,26
"1587",3,1,133,26
"1588",1,2,133,8
"1589",2,2,133,8
"1590",3,2,133,8
"1591",1,3,133,5
"1592",2,3,133,5
"1593",3,3,133,3
"1594",1,4,133,2
"1595",2,4,133,2
"1596",3,4,133,1
"1597",1,1,134,21
"1598",2,1,134,21
"1599",3,1,134,21
"1600",1,2,134,7
"1601",2,2,134,7
"1602",3,2,134,7
"1603",1,3,134,3
"1604",2,3,134,3
"1605",3,3,134,3
"1606",1,4,134,2
"1607",2,4,134,2
"1608",3,4,134,2
"1609",1,1,135,28
"1610",2,1,135,28
"1611",3,1,135,27
"1612",1,2,135,9
"1613",2,2,135,9
"1614",3,2,135,9
"1615",1,3,135,3
"1616",2,3,135,3
"1617",3,3,135,3
"1618",1,4,135,2
"1619",2,4,135,2
"1620",3,4,135,2
"1621",1,1,136,34
"1622",2,1,136,34
"1623",3,1,136,31
"1624",1,2,136,11
"1625",2,2,136,11
"1626",3,2,136,11
"1627",1,3,136,4
"1628",2,3,136,4
"1629",3,3,136,4
"1630",1,4,136,2
"1631",2,4,136,2
"1632",3,4,136,2
"1633",1,1,137,29
"1634",2,1,137,29
"1635",3,1,137,29
"1636",1,2,137,5
"1637",2,2,137,5
"1638",3,2,137,5
"1639",1,3,137,3
"1640",2,3,137,3
"1641",3,3,137,3
"1642",1,4,137,2
"1643",2,4,137,2
"1644",3,4,137,2
"1645",1,1,138,25
"1646",2,1,138,25
"1647",3,1,138,25
"1648",1,2,138,11
"1649",2,2,138,11
"1650",3,2,138,11
"1651",1,3,138,4
"1652",2,3,138,4
"1653",3,3,138,3
"1654",1,4,138,1
"1655",2,4,138,1
"1656",3,4,138,1
"1657",1,1,139,39
"1658",2,1,139,39
"1659",3,1,139,39
"1660",1,2,139,6
"1661",2,2,139,6
"1662",3,2,139,6
"1663",1,3,139,4
"1664",2,3,139,4
"1665",3,3,139,4
"1666",1,4,139,2
"1667",2,4,139,2
"1668",3,4,139,2
"1669",1,1,140,17
"1670",2,1,140,17
"1671",3,1,140,17
"1672",1,2,140,11
"1673",2,2,140,11
"1674",3,2,140,10
"1675",1,3,140,4
"1676",2,3,140,4
"1677",3,3,140,4
"1678",1,4,140,1
"1679",2,4,140,1
"1680",3,4,140,1
"1681",1,1,141,16
"1682",2,1,141,16
"1683",3,1,141,16
"1684",1,2,141,6
"1685",2,2,141,6
"1686",3,2,141,6
"1687",1,3,141,4
"1688",2,3,141,4
"1689",3,3,141,4
"1690",1,4,141,1
"1691",2,4,141,1
"1692",3,4,141,1
"1693",1,1,142,20
"1694",2,1,142,20
"1695",3,1,142,20
"1696",1,2,142,4
"1697",2,2,142,4
"1698",3,2,142,4
"1699",1,3,142,3
"1700",2,3,142,3
"1701",3,3,142,3
"1702",1,4,142,2
"1703",2,4,142,2
"1704",3,4,142,2
"1705",1,1,143,20
"1706",2,1,143,20
"1707",3,1,143,20
"1708",1,2,143,11
"1709",2,2,143,11
"1710",3,2,143,11
"1711",1,3,143,3
"1712",2,3,143,3
"1713",3,3,143,3
"1714",1,4,143,4
"1715",2,4,143,4
"1716",3,4,143,3
"1717",1,1,144,28
"1718",2,1,144,28
"1719",3,1,144,28
"1720",1,2,144,4
"1721",2,2,144,4
"1722",3,2,144,4
"1723",1,3,144,5
"1724",2,3,144,5
"1725",3,3,144,5
"1726",1,4,144,2
"1727",2,4,144,2
"1728",3,4,144,2
"1729",1,1,145,10
"1730",2,1,145,10
"1731",3,1,145,10
"1732",1,2,145,4
"1733",2,2,145,4
"1734",3,2,145,4
"1735",1,3,145,4
"1736",2,3,145,4
"1737",3,3,145,4
"1738",1,4,145,1
"1739",2,4,145,1
"1740",3,4,145,1
"1741",1,1,146,22
"1742",2,1,146,22
"1743",3,1,146,22
"1744",1,2,146,7
"1745",2,2,146,7
"1746",3,2,146,7
"1747",1,3,146,3
"1748",2,3,146,3
"1749",3,3,146,3
"1750",1,4,146,1
"1751",2,4,146,1
"1752",3,4,146,1
"1753",1,1,147,17
"1754",2,1,147,17
"1755",3,1,147,17
"1756",1,2,147,5
"1757",2,2,147,5
"1758",3,2,147,5
"1759",1,3,147,4
"1760",2,3,147,4
"1761",3,3,147,4
"1762",1,4,147,1
"1763",2,4,147,1
"1764",3,4,147,1
"1765",1,1,148,29
"1766",2,1,148,29
"1767",3,1,148,28
"1768",1,2,148,12
"1769",2,2,148,12
"1770",3,2,148,11
"1771",1,3,148,4
"1772",2,3,148,4
"1773",3,3,148,4
"1774",1,4,148,1
"1775",2,4,148,1
"1776",3,4,148,1
"1777",1,1,149,28
"1778",2,1,149,28
"1779",3,1,149,28
"1780",1,2,149,12
"1781",2,2,149,12
"1782",3,2,149,12
"1783",1,3,149,4
"1784",2,3,149,4
"1785",3,3,149,4
"1786",1,4,149,2
"1787",2,4,149,2
"1788",3,4,149,2
"1789",1,1,150,15
"1790",2,1,150,15
"1791",3,1,150,15
"1792",1,2,150,9
"1793",2,2,150,9
"1794",3,2,150,9
"1795",1,3,150,4
"1796",2,3,150,4
"1797",3,3,150,4
"1798",1,4,150,2
"1799",2,4,150,2
"1800",3,4,150,2
"1801",1,1,151,17
"1802",2,1,151,17
"1803",3,1,151,17
"1804",1,2,151,6
"1805",2,2,151,6
"1806",3,2,151,6
"1807",1,3,151,3
"1808",2,3,151,3
"1809",3,3,151,3
"1810",1,4,151,2
"1811",2,4,151,2
"1812",3,4,151,2
"1813",1,1,152,27
"1814",2,1,152,27
"1815",3,1,152,27
"1816",1,2,152,5
"1817",2,2,152,5
"1818",3,2,152,5
"1819",1,3,152,2
"1820",2,3,152,2
"1821",3,3,152,2
"1822",1,4,152,3
"1823",2,4,152,3
"1824",3,4,152,3
"1825",1,1,153,23
"1826",2,1,153,23
"1827",3,1,153,23
"1828",1,2,153,9
"1829",2,2,153,9
"1830",3,2,153,9
"1831",1,3,153,3
"1832",2,3,153,3
"1833",3,3,153,3
"1834",1,4,153,1
"1835",2,4,153,1
"1836",3,4,153,1
"1837",1,1,154,40
"1838",2,1,154,40
"1839",3,1,154,40
"1840",1,2,154,6
"1841",2,2,154,6
"1842",3,2,154,6
"1843",1,3,154,6
"1844",2,3,154,6
"1845",3,3,154,6
"1846",1,4,154,2
"1847",2,4,154,2
"1848",3,4,154,2
"1849",1,1,155,20
"1850",2,1,155,20
"1851",3,1,155,20
"1852",1,2,155,6
"1853",2,2,155,6
"1854",3,2,155,6
"1855",1,3,155,5
"1856",2,3,155,5
"1857",3,3,155,5
"1858",1,4,155,2
"1859",2,4,155,2
"1860",3,4,155,2
"1861",1,1,156,41
"1862",2,1,156,41
"1863",3,1,156,38
"1864",1,2,156,11
"1865",2,2,156,11
"1866",3,2,156,11
"1867",1,3,156,2
"1868",2,3,156,2
"1869",3,3,156,2
"1870",1,4,156,2
"1871",2,4,156,2
"1872",3,4,156,2
"1873",1,1,157,18
"1874",2,1,157,18
"1875",3,1,157,18
"1876",1,2,157,11
"1877",2,2,157,11
"1878",3,2,157,11
"1879",1,3,157,2
"1880",2,3,157,2
"1881",3,3,157,2
"1882",1,4,157,2
"1883",2,4,157,2
"1884",3,4,157,2
"1885",1,1,158,23
"1886",2,1,158,23
"1887",3,1,158,23
"1888",1,2,158,7
"1889",2,2,158,7
"1890",3,2,158,7
"1891",1,3,158,3
"1892",2,3,158,3
"1893",3,3,158,3
"1894",1,4,158,3
"1895",2,4,158,3
"1896",3,4,158,3
"1897",1,1,159,22
"1898",2,1,159,22
"1899",3,1,159,21
"1900",1,2,159,8
"1901",2,2,159,8
"1902",3,2,159,8
"1903",1,3,159,2
"1904",2,3,159,2
"1905",3,3,159,2
"1906",1,4,159,2
"1907",2,4,159,2
"1908",3,4,159,2
"1909",1,1,160,17
"1910",2,1,160,17
"1911",3,1,160,16
"1912",1,2,160,7
"1913",2,2,160,7
"1914",3,2,160,7
"1915",1,3,160,3
"1916",2,3,160,3
"1917",3,3,160,3
"1918",1,4,160,2
"1919",2,4,160,2
"1920",3,4,160,2
"1921",1,1,161,48
"1922",2,1,161,48
"1923",3,1,161,48
"1924",1,2,161,6
"1925",2,2,161,6
"1926",3,2,161,6
"1927",1,3,161,4
"1928",2,3,161,4
"1929",3,3,161,4
"1930",1,4,161,3
"1931",2,4,161,3
"1932",3,4,161,3
"1933",1,1,162,32
"1934",2,1,162,32
"1935",3,1,162,31
"1936",1,2,162,7
"1937",2,2,162,7
"1938",3,2,162,7
"1939",1,3,162,2
"1940",2,3,162,2
"1941",3,3,162,2
"1942",1,4,162,2
"1943",2,4,162,2
"1944",3,4,162,2
"1945",1,1,163,37
"1946",2,1,163,37
"1947",3,1,163,37
"1948",1,2,163,10
"1949",2,2,163,10
"1950",3,2,163,10
"1951",1,3,163,4
"1952",2,3,163,4
"1953",3,3,163,4
"1954",1,4,163,3
"1955",2,4,163,3
"1956",3,4,163,3
"1957",1,1,164,30
"1958",2,1,164,30
"1959",3,1,164,30
"1960",1,2,164,8
"1961",2,2,164,8
"1962",3,2,164,8
"1963",1,3,164,5
"1964",2,3,164,5
"1965",3,3,164,5
"1966",1,4,164,1
"1967",2,4,164,1
"1968",3,4,164,1
"1969",1,1,165,18
"1970",2,1,165,18
"1971",3,1,165,18
"1972",1,2,165,6
"1973",2,2,165,6
"1974",3,2,165,6
"1975",1,3,165,3
"1976",2,3,165,3
"1977",3,3,165,3
"1978",1,4,165,2
"1979",2,4,165,2
"1980",3,4,165,2
"1981",1,1,166,21
"1982",2,1,166,21
"1983",3,1,166,21
"1984",1,2,166,11
"1985",2,2,166,11
"1986",3,2,166,10
"1987",1,3,166,3
"1988",2,3,166,3
"1989",3,3,166,3
"1990",1,4,166,3
"1991",2,4,166,3
"1992",3,4,166,3
"1993",1,1,167,44
"1994",2,1,167,44
"1995",3,1,167,44
"1996",1,2,167,9
"1997",2,2,167,9
"1998",3,2,167,8
"1999",1,3,167,3
"2000",2,3,167,3
"2001",3,3,167,3
"2002",1,4,167,3
"2003",2,4,167,3
"2004",3,4,167,3
"2005",1,1,168,30
"2006",2,1,168,30
"2007",3,1,168,30
"2008",1,2,168,6
"2009",2,2,168,6
"2010",3,2,168,6
"2011",1,3,168,5
"2012",2,3,168,5
"2013",3,3,168,5
"2014",1,4,168,2
"2015",2,4,168,2
"2016",3,4,168,2
"2017",1,1,169,20
"2018",2,1,169,20
"2019",3,1,169,20
"2020",1,2,169,6
"2021",2,2,169,6
"2022",3,2,169,6
"2023",1,3,169,3
"2024",2,3,169,3
"2025",3,3,169,3
"2026",1,4,169,2
"2027",2,4,169,2
"2028",3,4,169,2
"2029",1,1,170,28
"2030",2,1,170,28
"2031",3,1,170,28
"2032",1,2,170,6
"2033",2,2,170,6
"2034",3,2,170,6
"2035",1,3,170,4
"2036",2,3,170,4
"2037",3,3,170,4
"2038",1,4,170,2
"2039",2,4,170,2
"2040",3,4,170,2
"2041",1,1,171,33
"2042",2,1,171,33
"2043",3,1,171,33
"2044",1,2,171,6
"2045",2,2,171,6
"2046",3,2,171,4
"2047",1,3,171,3
"2048",2,3,171,3
"2049",3,3,171,3
"2050",1,4,171,2
"2051",2,4,171,2
"2052",3,4,171,2
"2053",1,1,172,17
"2054",2,1,172,17
"2055",3,1,172,17
"2056",1,2,172,7
"2057",2,2,172,7
"2058",3,2,172,5
"2059",1,3,172,2
"2060",2,3,172,2
"2061",3,3,172,2
"2062",1,4,172,2
"2063",2,4,172,2
"2064",3,4,172,2
"2065",1,1,173,22
"2066",2,1,173,22
"2067",3,1,173,22
"2068",1,2,173,9
"2069",2,2,173,9
"2070",3,2,173,9
"2071",1,3,173,3
"2072",2,3,173,3
"2073",3,3,173,3
"2074",1,4,173,2
"2075",2,4,173,2
"2076",3,4,173,2
"2077",1,1,174,16
"2078",2,1,174,16
"2079",3,1,174,16
"2080",1,2,174,6
"2081",2,2,174,6
"2082",3,2,174,6
"2083",1,3,174,4
"2084",2,3,174,4
"2085",3,3,174,4
"2086",1,4,174,2
"2087",2,4,174,2
"2088",3,4,174,2
"2089",1,1,175,17
"2090",2,1,175,17
"2091",3,1,175,16
"2092",1,2,175,6
"2093",2,2,175,6
"2094",3,2,175,6
"2095",1,3,175,5
"2096",2,3,175,5
"2097",3,3,175,5
"2098",1,4,175,2
"2099",2,4,175,2
"2100",3,4,175,2
"2101",1,1,176,24
"2102",2,1,176,24
"2103",3,1,176,24
"2104",1,2,176,7
"2105",2,2,176,7
"2106",3,2,176,7
"2107",1,3,176,3
"2108",2,3,176,3
"2109",3,3,176,3
"2110",1,4,176,2
"2111",2,4,176,2
"2112",3,4,176,2
"2113",1,1,177,16
"2114",2,1,177,16
"2115",3,1,177,16
"2116",1,2,177,6
"2117",2,2,177,6
"2118",3,2,177,6
"2119",1,3,177,3
"2120",2,3,177,3
"2121",3,3,177,3
"2122",1,4,177,2
"2123",2,4,177,2
"2124",3,4,177,2
"2125",1,1,178,21
"2126",2,1,178,21
"2127",3,1,178,21
"2128",1,2,178,6
"2129",2,2,178,6
"2130",3,2,178,6
"2131",1,3,178,3
"2132",2,3,178,3
"2133",3,3,178,2
"2134",1,4,178,4
"2135",2,4,178,4
"2136",3,4,178,4
"2137",1,1,179,30
"2138",2,1,179,30
"2139",3,1,179,30
"2140",1,2,179,7
"2141",2,2,179,7
"2142",3,2,179,7
"2143",1,3,179,2
"2144",2,3,179,2
"2145",3,3,179,2
"2146",1,4,179,3
"2147",2,4,179,3
"2148",3,4,179,3
"2149",1,1,180,32
"2150",2,1,180,32
"2151",3,1,180,24
"2152",1,2,180,6
"2153",2,2,180,6
"2154",3,2,180,6
"2155",1,3,180,6
"2156",2,3,180,6
"2157",3,3,180,6
"2158",1,4,180,3
"2159",2,4,180,3
"2160",3,4,180,3
"2161",1,1,181,17
"2162",2,1,181,17
"2163",3,1,181,17
"2164",1,2,181,8
"2165",2,2,181,8
"2166",3,2,181,8
"2167",1,3,181,3
"2168",2,3,181,3
"2169",3,3,181,3
"2170",1,4,181,2
"2171",2,4,181,2
"2172",3,4,181,2
"2173",1,1,182,18
"2174",2,1,182,18
"2175",3,1,182,17
"2176",1,2,182,7
"2177",2,2,182,7
"2178",3,2,182,6
"2179",1,3,182,3
"2180",2,3,182,3
"2181",3,3,182,3
"2182",1,4,182,2
"2183",2,4,182,2
"2184",3,4,182,2
"2185",1,1,183,22
"2186",2,1,183,22
"2187",3,1,183,22
"2188",1,2,183,7
"2189",2,2,183,7
"2190",3,2,183,7
"2191",1,3,183,4
"2192",2,3,183,4
"2193",3,3,183,4
"2194",1,4,183,2
"2195",2,4,183,2
"2196",3,4,183,2
"2197",1,1,184,31
"2198",2,1,184,31
"2199",3,1,184,22
"2200",1,2,184,9
"2201",2,2,184,9
"2202",3,2,184,9
"2203",1,3,184,3
"2204",2,3,184,3
"2205",3,3,184,3
"2206",1,4,184,3
"2207",2,4,184,3
"2208",3,4,184,3
"2209",1,1,185,23
"2210",2,1,185,23
"2211",3,1,185,23
"2212",1,2,185,6
"2213",2,2,185,6
"2214",3,2,185,6
"2215",1,3,185,5
"2216",2,3,185,5
"2217",3,3,185,5
"2218",1,4,185,2
"2219",2,4,185,2
"2220",3,4,185,2
"2221",1,1,186,33
"2222",2,1,186,33
"2223",3,1,186,33
"2224",1,2,186,4
"2225",2,2,186,4
"2226",3,2,186,4
"2227",1,3,186,4
"2228",2,3,186,4
"2229",3,3,186,4
"2230",1,4,186,3
"2231",2,4,186,3
"2232",3,4,186,3
"2233",1,1,187,34
"2234",2,1,187,34
"2235",3,1,187,34
"2236",1,2,187,6
"2237",2,2,187,6
"2238",3,2,187,6
"2239",1,3,187,2
"2240",2,3,187,2
"2241",3,3,187,2
"2242",1,4,187,3
"2243",2,4,187,3
"2244",3,4,187,2
"2245",1,1,188,25
"2246",2,1,188,25
"2247",3,1,188,24
"2248",1,2,188,6
"2249",2,2,188,6
"2250",3,2,188,6
"2251",1,3,188,4
"2252",2,3,188,4
"2253",3,3,188,3
"2254",1,4,188,2
"2255",2,4,188,2
"2256",3,4,188,2
"2257",1,1,189,12
"2258",2,1,189,12
"2259",3,1,189,12
"2260",1,2,189,7
"2261",2,2,189,7
"2262",3,2,189,7
"2263",1,3,189,2
"2264",2,3,189,2
"2265",3,3,189,2
"2266",1,4,189,2
"2267",2,4,189,2
"2268",3,4,189,2
"2269",1,1,190,17
"2270",2,1,190,17
"2271",3,1,190,17
"2272",1,2,190,6
"2273",2,2,190,6
"2274",3,2,190,6
"2275",1,3,190,3
"2276",2,3,190,3
"2277",3,3,190,3
"2278",1,4,190,3
"2279",2,4,190,3
"2280",3,4,190,3
"2281",1,1,191,24
"2282",2,1,191,24
"2283",3,1,191,23
"2284",1,2,191,7
"2285",2,2,191,7
"2286",3,2,191,7
"2287",1,3,191,4
"2288",2,3,191,4
"2289",3,3,191,4
"2290",1,4,191,2
"2291",2,4,191,2
"2292",3,4,191,2
"2293",1,1,192,18
"2294",2,1,192,18
"2295",3,1,192,18
"2296",1,2,192,10
"2297",2,2,192,10
"2298",3,2,192,5
"2299",1,3,192,3
"2300",2,3,192,3
"2301",3,3,192,3
"2302",1,4,192,2
"2303",2,4,192,2
"2304",3,4,192,1
"2305",1,1,193,30
"2306",2,1,193,30
"2307",3,1,193,30
"2308",1,2,193,8
"2309",2,2,193,8
"2310",3,2,193,8
"2311",1,3,193,7
"2312",2,3,193,7
"2313",3,3,193,6
"2314",1,4,193,2
"2315",2,4,193,2
"2316",3,4,193,2
"2317",1,1,194,29
"2318",2,1,194,29
"2319",3,1,194,29
"2320",1,2,194,5
"2321",2,2,194,5
"2322",3,2,194,5
"2323",1,3,194,5
"2324",2,3,194,5
"2325",3,3,194,5
"2326",1,4,194,2
"2327",2,4,194,2
"2328",3,4,194,2
"2329",1,1,195,23
"2330",2,1,195,23
"2331",3,1,195,22
"2332",1,2,195,7
"2333",2,2,195,7
"2334",3,2,195,7
"2335",1,3,195,4
"2336",2,3,195,4
"2337",3,3,195,4
"2338",1,4,195,4
"2339",2,4,195,4
"2340",3,4,195,4
"2341",1,1,196,32
"2342",2,1,196,32
"2343",3,1,196,32
"2344",1,2,196,6
"2345",2,2,196,6
"2346",3,2,196,6
"2347",1,3,196,2
"2348",2,3,196,2
"2349",3,3,196,2
"2350",1,4,196,3
"2351",2,4,196,3
"2352",3,4,196,3
"2353",1,1,197,24
"2354",2,1,197,24
"2355",3,1,197,24
"2356",1,2,197,8
"2357",2,2,197,8
"2358",3,2,197,8
"2359",1,3,197,3
"2360",2,3,197,3
"2361",3,3,197,3
"2362",1,4,197,2
"2363",2,4,197,2
"2364",3,4,197,2
"2365",1,1,198,23
"2366",2,1,198,23
"2367",3,1,198,21
"2368",1,2,198,10
"2369",2,2,198,10
"2370",3,2,198,9
"2371",1,3,198,5
"2372",2,3,198,5
"2373",3,3,198,5
"2374",1,4,198,2
"2375",2,4,198,2
"2376",3,4,198,2
"2377",1,1,199,20
"2378",2,1,199,20
"2379",3,1,199,20
"2380",1,2,199,9
"2381",2,2,199,9
"2382",3,2,199,9
"2383",1,3,199,5
"2384",2,3,199,5
"2385",3,3,199,4
"2386",1,4,199,3
"2387",2,4,199,3
"2388",3,4,199,2
"2389",1,1,200,20
"2390",2,1,200,20
"2391",3,1,200,20
"2392",1,2,200,5
"2393",2,2,200,5
"2394",3,2,200,5
"2395",1,3,200,3
"2396",2,3,200,3
"2397",3,3,200,3
"2398",1,4,200,2
"2399",2,4,200,2
"2400",3,4,200,2
"2401",1,1,201,21
"2402",2,1,201,21
"2403",3,1,201,21
"2404",1,2,201,6
"2405",2,2,201,6
"2406",3,2,201,6
